INSERT into STUDENT values ('Student3', 2.09, 5, 'PES1UG19CS499', 'CSE', 'Student3@rediffmail.com', 7353492140, 0);
INSERT into STUDENT values ('Student672', 10.2, 7, '0690', 'ME', 'Student672@yahoo.com', 9642000104, 1);
INSERT into STUDENT values ('Student674', 7.79, 7, '0692', 'EEE', 'Student674@hotmail.com', 9581350251, 1);
INSERT into STUDENT values ('Student675', 6.76, 1, '0694', 'BT', 'Student675@outlook.com', 8639798850, 1);
INSERT into STUDENT values ('Student676', 6.54, 7, '0696', 'CSE', 'Student676@yahoo.com', 7193766254, 1);
INSERT into STUDENT values ('Student678', 5.04, 5, '0698', 'ME', 'Student678@outlook.com', 8828828910, 1);
INSERT into STUDENT values ('Student679', 2.24, 7, '0700', 'ME', 'Student679@outlook.com', 8524133268, 1);
INSERT into STUDENT values ('Student680', 7.17, 1, '0702', 'EEE', 'Student680@hotmail.com', 8091169134, 1);
INSERT into STUDENT values ('Student681', 9.94, 1, '0704', 'ME', 'Student681@gmail.com', 9551398367, 1);
INSERT into STUDENT values ('Student682', 8.68, 5, '0706', 'CV', 'Student682@hotmail.com', 8311509152, 1);
INSERT into STUDENT values ('Student683', 4.17, 7, '0708', 'BT', 'Student683@yahoo.com', 6207027659, 1);
INSERT into STUDENT values ('Student684', 6.73, 7, '0710', 'BT', 'Student684@outlook.com', 7854904309, 1);
INSERT into STUDENT values ('Student685', 4.33, 7, '0712', 'EEE', 'Student685@yahoo.com', 6597049280, 1);
INSERT into STUDENT values ('Student689', 8.84, 7, '0714', 'BT', 'Student689@hotmail.com', 7697954268, 1);
INSERT into STUDENT values ('Student690', 6.8, 5, '0716', 'ECE', 'Student690@hotmail.com', 6286037450, 1);
INSERT into STUDENT values ('Student691', 9.27, 1, '0718', 'CSE', 'Student691@hotmail.com', 9028852155, 1);
INSERT into STUDENT values ('Student692', 9.7, 3, '0720', 'CSE', 'Student692@rediffmail.com', 7160208300, 1);
INSERT into STUDENT values ('Student693', 2.66, 5, '0722', 'ECE', 'Student693@yahoo.com', 6372007469, 1);
INSERT into STUDENT values ('Student695', 4.15, 5, '0724', 'CSE', 'Student695@hotmail.com', 8759462176, 1);
INSERT into STUDENT values ('Student696', 6.01, 1, '0726', 'CV', 'Student696@gmail.com', 6873279759, 1);
